"","tree_id","species_common","species_scientific","stump_diameter","height","crown_diameter","closest_address","geometry"
"39179",3364915,"Ginkgo","Ginkgo biloba",18,61.6436,35.9702,"666 DAVIS AVENUE",c(-74.1076604334077, 40.6266740554695)
"39180",2615979,"Callery pear","Pyrus calleryana",9,25.15,19.2756,"932 ROCKLAND AVENUE",c(-74.1483381110724, 40.588638002292)
"39181",4609156,"Northern red oak","Quercus rubra",6,36.6509,16.7538,"921 EAST 18 STREET",c(-73.9590603103826, 40.6282954284343)
"39182",4148190,"London planetree","Platanus x acerifolia",20,62.9871033246594,40.8673,"2047 60 STREET",c(-73.9817591673536, 40.6187137158419)
"39183",4658781,"White ash","Fraxinus americana",20,77.6678,37.4908,"307 VAN BUREN STREET",c(-73.9347608286027, 40.6910436135809)
"39184",12314366,"Kentucky coffeetree","Gymnocladus dioicus",2,17.501780587261,10.4977,"2005 GLEASON AVENUE",c(-73.8567691995882, 40.8311636324393)
"39185",2618148,"Hedge maple","Acer campestre",4,27.9634427367734,14.0758,"168 BEACH 121 STREET",c(-73.8409049742, 40.5775510631419)
"39186",4701377,"Callery pear","Pyrus calleryana",6,20.2702,13.9542,"2977 AVENUE T",c(-73.9403928219593, 40.6028951793405)
"39187",3657048,"Japanese flowering cherry","Prunus serrulata",16,58.3347,28.9408,"395 2 STREET",c(-73.9815460981222, 40.6728106328284)
"39188",2540094,"Pin oak","Quercus palustris",26,86.2626649786157,45.1273,"4961 HENRY HUDSON PARKWAY WEST",c(-73.9082073297278, 40.8973440680935)
"39189",2109419,"Thornless honeylocust","Gleditsia triacanthos var. inermis",8,39.1307213513204,20.6029,"87 HAMILTON PLACE",c(-73.9507966031148, 40.8229338260018)
"39190",4680403,"London planetree","Platanus x acerifolia",30,78.1474078417684,53.0013,"216-11 117 ROAD",c(-73.7433792063244, 40.6952444877742)
"39191",3350795,"London planetree","Platanus x acerifolia",22,66.2625897610565,43.5661,"217 WYCKOFF STREET",c(-73.9857939710741, 40.6840812767991)
"39192",11562248,"Sweetgum","Liquidambar styraciflua",30,73.862,46.2677,"70 CANTON AVENUE",c(-74.1910501406466, 40.5483497050215)
"39193",2937963,"Paper birch","Betula papyrifera",12,52.3754307877085,25.47,"81 WEST TERRACE",c(-74.1955568232545, 40.5329272169787)
"39194",2496084,"Callery pear","Pyrus calleryana",11,28.4032,22.8232,"42-67 156 STREET",c(-73.8097998085078, 40.7591919018425)
"39195",2430793,"London planetree","Platanus x acerifolia",28,75.3315907697914,50.8465,"1105 AVENUE Z",c(-73.9591285548374, 40.5874501512849)
"39196",1398275,"Green ash","Fraxinus pennsylvanica",15,54.5865314648223,30.1128777422698,"1341 40 STREET",c(-73.9858142849556, 40.6394374464325)
"39197",2550455,"Japanese zelkova","Zelkova serrata",5,29.2413917425441,15.3751,"2106 AVENUE R",c(-73.9514567261632, 40.606479599702)
"39198",2920604,"Japanese flowering cherry","Prunus serrulata",4,24.6579,13.2772,"110 DELMORE STREET",c(-74.1419820840234, 40.6151470802617)
"39199",1047896,"London planetree","Platanus x acerifolia",49,101.449305099627,66.6889,"1116 DITMAS AVENUE",c(-73.9666544631303, 40.6356676390202)
"39200",1048613,"Japanese pagoda tree","Styphnolobium japonicum",19,64.6476906327177,32.6963,"33-54 83 STREET",c(-73.8841819908863, 40.7541909554641)
"39201",5779391,"Crabapple","Malus",6,18.6151741237042,17.0039857862555,"42-03 222 STREET",c(-73.7599729587895, 40.7639213917615)
"39202",4685478,"Japanese zelkova","Zelkova serrata",20,63.5552796708085,38.1946,"122-02 153 STREET",c(-73.7885006492999, 40.6768748678061)
"39203",1382777,"Japanese pagoda tree","Styphnolobium japonicum",10,44.5414576463285,23.4209,"58-20 SEABURY STREET",c(-73.8731869188407, 40.7318974689187)
"39204",1413492,"Callery pear","Pyrus calleryana",16,36.5362,31.6922,"30 CHRISTOPHER STREET",c(-74.0009561956023, 40.733872151391)
"39205",3999575,"Callery pear","Pyrus calleryana",18,39.7894,35.2398,"81-15 250 STREET",c(-73.7193445856858, 40.7404634325642)
"39206",2639649,"Callery pear","Pyrus calleryana",6,20.2702,13.9542,"39 LENHART STREET",c(-74.2376072181487, 40.5156762616999)
"39207",2413298,"Thornless honeylocust","Gleditsia triacanthos var. inermis",15,56.3595857380083,29.2619,"3210 AVENUE M",c(-73.9432918062862, 40.6198402648036)
"39208",4697516,"London planetree","Platanus x acerifolia",21,64.6431073461329,42.2337,"655 E 58 STREET",c(-73.9212962062184, 40.6390545655152)
"39209",2486445,"Norway maple","Acer platanoides",15,46.1607542134736,32.2315,"20-07 45 STREET",c(-73.8990078060418, 40.7742607501651)
"39210",3760273,"Pin oak","Quercus palustris",23,80.0672521871778,41.5756,"148-03 HUXLEY STREET",c(-73.7399794889875, 40.655242568132)
"39211",1417201,"Chinese elm","Ulmus parvifolia",4,25.9244981317241,13.3644,"1010 EAST 40 STREET",c(-73.9378745422558, 40.6310993420935)
"39212",3956450,"Purple leaf plum","Prunus cerasifera",9,42.2109,20.9482,"1152 EAST 31 STREET",c(-73.9451837782592, 40.6231815943203)
"39213",4690771,"Silver maple","Acer saccharinum",28,69.4176763918131,45.9520250600156,"154 02 33 AVENUE",c(-73.810473440752, 40.7685553493873)
"39214",189072,"Silver maple","Acer saccharinum",43,84.7503854065936,58.5030883483542,"77-001 58 AVENUE",c(-73.8835516246186, 40.726619268423)
"39215",4698203,"Japanese tree lilac","Syringa reticulata",4,16.5986094795158,8.50366448087371,"61-15 HOR HARDING EXWY SR S",c(-73.8036359005628, 40.7379014735501)
"39216",4692728,"Shumard's oak","Quercus shumardii",36,83.3618,55.4969,"2039 EAST 58 STREET",c(-73.9177738493539, 40.6144176002597)
"39217",3379983,"Littleleaf linden","Tilia cordata",18,37.3891655174531,31.2372475877609,"14-012 PARSONS BOULEVARD",c(-73.8221912073313, 40.7864532792465)
"39218",3654506,"Callery pear","Pyrus calleryana",27,54.4288,51.204,"200 COLUMBIA STREET",c(-74.0025708341977, 40.68532001699)
"39219",2925876,"Purple leaf plum","Prunus cerasifera",5,28.5709,14.9422,"15 JACKSON AVENUE",c(-74.0670811908969, 40.5972257965485)
"39220",1389318,"Green ash","Fraxinus pennsylvanica",13,50.8063884093293,27.6044286853543,"72-69 YELLOWSTONE BOULEVARD",c(-73.8566041259888, 40.7182914464766)
"39221",4423598,"London planetree","Platanus x acerifolia",23,67.8479636601674,44.8645,"609 EAST 84 STREET",c(-73.9135874338836, 40.6403006540399)
"39222",2263520,"Thornless honeylocust","Gleditsia triacanthos var. inermis",6,33.1133722391674,17.5097,"4 BEDFORD PARK BOULEVARD",c(-73.8889684659434, 40.8730339251155)
"39223",260854,"London planetree","Platanus x acerifolia",39,89.8506133493526,61.0149,"1362 HOLLYWOOD AVENUE",c(-73.8269296870218, 40.8403778950108)
"39224",1060702,"London planetree","Platanus x acerifolia",32,80.8766315788498,55.0201,"502 WESTMINSTER ROAD",c(-73.9664233562192, 40.6366941222192)
"39225",4007421,"Pin oak","Quercus palustris",30,94.1028081478543,49.5549,"147-03 18 AVENUE",c(-73.8184520629146, 40.783071420265)
"39226",592531,"Littleleaf linden","Tilia cordata",8,25.7658594493596,19.3563900829971,"2152 OCEAN PARKWAY",c(-73.9652624001515, 40.5966637171957)
"39227",1390169,"Ginkgo","Ginkgo biloba",11,49.1794,26.2458,"942 MADISON AVENUE",c(-73.9642748296616, 40.7733882174888)
"39228",1156115,"London planetree","Platanus x acerifolia",31,79.5223245401372,54.0277,"1740 EAST 7 STREET",c(-73.9660307127081, 40.6082113075089)
"39229",12170296,"Thornless honeylocust","Gleditsia triacanthos var. inermis",3,22.1455056861358,12.3539,"88-14 188 STREET",c(-73.7732949885185, 40.7147238341552)
"39230",3652297,"Callery pear","Pyrus calleryana",9,25.15,19.2756,"111-39 76 ROAD",c(-73.8357428102208, 40.7166029898659)
"39231",12747762,"Kentucky yellowwood","Cladrastis kentukea",3,22.1455056861358,12.3539,"100 SEELEY STREET",c(-73.9784088629005, 40.6533221571236)
"39232",2933316,"Littleleaf linden","Tilia cordata",4,15.8307729662397,9.2011600553314,"26 SEGUINE PLACE",c(-74.1720641827168, 40.5393986831568)
"39233",4632008,"London planetree","Platanus x acerifolia",34,83.5271027516812,56.9029,"7712 6 AVENUE",c(-74.0210455978017, 40.6262037711986)
"39234",4691307,"Eastern redbud","Cercis canadensis",3,22.1455056861358,12.3539,"159 02 28 AVENUE",c(-73.8052577326365, 40.7719199449438)
"39235",1443275,"Pin oak","Quercus palustris",34,101.542208863745,53.6305,"116 6 AVENUE",c(-73.9758264951377, 40.6786092822582)
"39236",4127026,"Pin oak","Quercus palustris",28,90.237683928597,47.3851,"75-12 167 STREET",c(-73.8019579594312, 40.7269689606447)
"39237",572963,"Japanese zelkova","Zelkova serrata",8,38.0456693586697,20.7562,"124 HERON LANE",c(-73.8505054317376, 40.8060798967058)
"39238",12254588,"American witch hazel","Hamamelis virginiana - American witchhazel",3,27.0535,9.9022,"145-065 6 AVENUE",c(-73.8227162652554, 40.794048775342)
"39239",3992209,"Callery pear","Pyrus calleryana",25,51.1756,47.6564,"92-24 222 STREET",c(-73.7345774856953, 40.7257821071718)
"39240",14489598,"Atlas cedar","Cedrus atlantica",1,6.8955,3.74641731257701,"82 SHERMAN STREET",c(-73.9761804402108, 40.6566703505564)
"39241",2718127,"Pin oak","Quercus palustris",32,97.8681197273125,51.6367,"82-82 ELIOT AVENUE",c(-73.8750869667106, 40.7269040853948)
"39242",13446191,"Kentucky coffeetree","Gymnocladus dioicus",3,22.1455056861358,12.3539,"341 43 STREET",c(-74.0096293709147, 40.6510593358379)
"39243",2207952,"London planetree","Platanus x acerifolia",30,78.1474078417684,53.0013,"328 MARINE AVENUE",c(-74.0336483195615, 40.6144942364619)
"39244",3729702,"Sweetgum","Liquidambar styraciflua",15,71.66,27.3092,"207 FENIMORE STREET",c(-73.9555493847562, 40.6583659920234)
"39245",2598650,"Japanese zelkova","Zelkova serrata",4,25.8064598463073,13.4906,"1027 RENSSELAER AVENUE",c(-74.2090994964182, 40.5369794094308)
"39246",4609813,"Japanese pagoda tree","Styphnolobium japonicum",7,36.2125683481249,19.0907,"193-022 NASHVILLE BOULEVARD",c(-73.7526724886098, 40.685501649761)
"39247",1043854,"Thornless honeylocust","Gleditsia triacanthos var. inermis",5,29.7883615251004,15.8599,"128 AUDLEY STREET",c(-73.8351424561032, 40.7084721327595)
"39248",15127908,"Elm","Ulmus",3,22.059452975591,11.4914,NA,c(-73.8594926622106, 40.7564251592984)
"39249",2429466,"London planetree","Platanus x acerifolia",24,69.4013855743737,46.1289,"691 VAN SICLEN AVENUE",c(-73.8872821301901, 40.6626615977305)
"39250",4696944,"Japanese flowering cherry","Prunus serrulata",3,20.5437,11.5468,"68-41 76 STREET",c(-73.8759199237001, 40.7097172833432)
"39251",3350795,"London planetree","Platanus x acerifolia",22,66.2625897610565,43.5661,"217 WYCKOFF STREET",c(-73.9857939710741, 40.6840812767991)
"39252",2422009,"London planetree","Platanus x acerifolia",22,66.2625897610565,43.5661,"610 AUTUMN AVENUE",c(-73.8676950937724, 40.6738312049948)
"39253",2620701,"Red maple","Acer rubrum",18,70.9280276409604,35.3288,"27 MC KEE AVENUE",c(-74.1411967966753, 40.545292736739)
"39254",2592931,"Hedge maple","Acer campestre",12,51.3492514399529,27.855,"109 BURNSIDE AVENUE",c(-74.1325569701715, 40.6228986580455)
"39255",12100320,"Sycamore maple","Acer pseudoplatanus",6,34.8742980863651,19.1062452539917,"8412 AVENUE J",c(-73.9082931617689, 40.6358801898052)
"39256",10843453,"Dawn redwood","Metasequoia glyptostroboides",6,21.0608981647662,8.64862007772123,"181 EAST 206 STREET",c(-73.8846785999336, 40.8759720304659)
"39257",1429177,"Sycamore maple","Acer pseudoplatanus",7,37.9015299932979,20.8561719189428,"220-08 STRONGHURST AVENUE",c(-73.7461097401161, 40.7320112877015)
"39258",3363539,"Thornless honeylocust","Gleditsia triacanthos var. inermis",11,47.0748277900302,24.7267,"1040 STRATFORD AVENUE",c(-73.8746093666464, 40.8254150140161)
"39259",2535476,"Callery pear","Pyrus calleryana",8,23.5234,17.5018,"7509 SHORE ROAD",c(-74.037076951618, 40.6333855776771)
"39260",4000474,"Japanese zelkova","Zelkova serrata",13,49.9324773716582,28.8167,"146-05 58 ROAD",c(-73.8219082202399, 40.7437445751499)
"39261",4641591,"Thornless honeylocust","Gleditsia triacanthos var. inermis",5,29.7883615251004,15.8599,"259 AVE OF THE AMERICAS",c(-74.0022983249307, 40.72944209824)
"39262",2628242,"London planetree","Platanus x acerifolia",34,83.5271027516812,56.9029,"104-001 37 ROAD",c(-73.862896552544, 40.752858342118)
"39263",2512165,"Callery pear","Pyrus calleryana",6,20.2702,13.9542,"155-11 115 ROAD",c(-73.7902339627321, 40.6851508106451)
"39264",3350704,"Littleleaf linden","Tilia cordata",13,32.7247886253034,26.4695165412332,"448 15 STREET",c(-73.981170728116, 40.6616420724458)
"39265",3768622,"Tree of heaven","Ailanthus altissima",4,25.196,13.9552,"9325 KINGS HIGHWAY",c(-73.9208163073413, 40.657845030613)
"39266",4676419,"Silver linden","Tilia tomentosa",14,40.3821851309452,26.2878,"146-42 183 STREET",c(-73.7637626921568, 40.6613214346409)
"39267",13239695,"Norway maple","Acer platanoides",40,72.0123724974273,48.7215,"133 FAIRVIEW AVENUE",c(-74.1186329092087, 40.6161369722144)
"39268",4659445,"Japanese flowering cherry","Prunus serrulata",5,28.5709,14.9422,"151-14 18 AVENUE",c(-73.8112750873117, 40.7825027080911)
"39269",16470288,"London planetree","Platanus x acerifolia",3,22.9622571912467,12.4365,"1974 WEST 4 STREET",c(-73.97613239582, 40.5995567611827)
"39270",2538978,"Sweetgum","Liquidambar styraciflua",18,76.8416,31.3673,"4528 BARNES AVENUE",c(-73.8499087461585, 40.8992866116912)
"39271",1403797,"Pin oak","Quercus palustris",29,92.1833137237465,48.481,"132-04 101 AVENUE",c(-73.8151993913064, 40.6930107351552)
"39272",4014047,"Thornless honeylocust","Gleditsia triacanthos var. inermis",13,51.8677187405179,27.1319,"85-12 248 STREET",c(-73.7184387863217, 40.7327841081945)
"39273",3997972,"London planetree","Platanus x acerifolia",19,61.2918629697943,39.4669,"221 77 STREET",c(-74.0302698472824, 40.6304835849383)
"39274",2496127,"Norway maple","Acer platanoides",7,32.6738695322388,19.7211,"86-11 WHITNEY AVENUE",c(-73.8789024664538, 40.7417216115048)
"39275",1042782,"Pin oak","Quercus palustris",41,113.781558799755,59.9158,"129 SLOSSON AVENUE",c(-74.1178108644234, 40.6177215644685)
"39276",14704265,"Swamp white oak","Quercus bicolor",3,24.3611,11.2373,"82-28 250 STREET",c(-73.7185521910293, 40.7383974342499)
"39277",130045,"Red maple","Acer rubrum",14,61.5963662353135,30.8756,"187 SHERADEN AVENUE",c(-74.1379626176276, 40.6065415439635)
"39278",17536674,"Magnolia","Magnolia",3,21.4867196640078,13.1044164979196,"116-013 134 STREET",c(-73.8061365013817, 40.6784045855354)
"39279",2909629,"White oak","Quercus alba",15,70.5623,31.4952,"322 GRASMERE DRIVE",c(-74.0716628444896, 40.6017986097535)
"39280",3864799,"Green ash","Fraxinus pennsylvanica",25,70.5249273087452,41.0763580618266,"114-34 123 STREET",c(-73.816572334255, 40.6789459484914)
"39281",2619367,"Japanese flowering cherry","Prunus serrulata",11,47.8237,23.5588,"36 WALDRON AVENUE",c(-74.101078592869, 40.6194804395874)
"39282",5823974,"London planetree","Platanus x acerifolia",38,88.6177413342546,60.2605,"2592 EAST 26 STREET",c(-73.943666899567, 40.5894033990812)
"39283",2266915,"Norway maple","Acer platanoides",12,41.7190006044185,27.9511,"3413 CANNON PLACE",c(-73.8983408063227, 40.8800744649768)
"39284",1042008,"Green ash","Fraxinus pennsylvanica",11,46.7233705392098,24.9391971084047,"9 FABER STREET",c(-74.135087510561, 40.6397734371359)
"39285",2641177,"Red maple","Acer rubrum",10,50.9956845612237,25.3504,"27 EAST STROUD AVENUE",c(-74.159290397551, 40.5553205725878)
"39286",4600675,"Kentucky coffeetree","Gymnocladus dioicus",7,36.2125683481249,19.0907,"85-04 91 AVENUE",c(-73.8572105364547, 40.6878142867338)
"39287",4000463,"Japanese flowering cherry","Prunus serrulata",3,20.5437,11.5468,"1153 55 STREET",c(-73.9987029702088, 40.6335425116158)
"39288",282988,"London planetree","Platanus x acerifolia",18,59.5543140906783,38.0325,"16 REMSEN STREET",c(-73.9980346287619, 40.695077685333)
"39289",582852,"Eastern redbud","Cercis canadensis",8,39.1307213513204,20.6029,"2334 ROYCE STREET",c(-73.9001595054358, 40.6177577903353)
"39290",4003226,"Littleleaf linden","Tilia cordata",11,30.3303523136009,24.0220238522417,"250-16 UNION TURNPIKE",c(-73.7193474931673, 40.7431999703089)
"39291",3730511,"Littleleaf linden","Tilia cordata",5,19.0291564302917,12.4704139112808,"215-06 99 AVENUE",c(-73.7438568002771, 40.7145468187465)
"39292",2125842,"Japanese flowering cherry","Prunus serrulata",7,35.7933,18.076,"222 EAST 24 STREET",c(-73.9814880684766, 40.7390115897919)
"39293",2934968,"Callery pear","Pyrus calleryana",8,23.5234,17.5018,"19 SUMMIT PLACE",c(-74.1764142550407, 40.5381651482742)
"39294",4050477,"Paperbark maple","Acer griseum",2,19.0572769409952,10.043,"10806 FLATLANDS 7 STREET",c(-73.8844128644498, 40.6419383712664)
"39295",1445162,"Pin oak","Quercus palustris",34,101.542208863745,53.6305,"108 82 ROAD",c(-73.8296383596655, 40.7112720167149)
"39296",1423755,"Callery pear","Pyrus calleryana",16,36.5362,31.6922,"63 MASSACHUSETTS STREET",c(-74.251179489798, 40.5048793972692)
"39297",2251848,"Japanese maple","Acer palmatum",6,17.3544333338376,16.8982,"2128 HAIGHT AVENUE",c(-73.8574435748164, 40.8554112443043)
"39298",16052350,"American elm","Ulmus americana",3,23.0339409899832,11.7224,"41-37 DENMAN STREET",c(-73.8737192001394, 40.746137841759)
"39299",1394415,"Amur maple","Acer ginnala",8,41.0317870760801,21.4358,"2824 WELLMAN AVENUE",c(-73.8360672252376, 40.8413683629212)
"39300",2268231,"London planetree","Platanus x acerifolia",35,84.8249425935068,57.7933,"2232 TURNBULL AVENUE",c(-73.8476391719552, 40.8242160271333)
"39301",3752386,"Thornless honeylocust","Gleditsia triacanthos var. inermis",15,56.3595857380083,29.2619,"160-46 121 AVENUE",c(-73.7829487207389, 40.6790603546288)
"39302",4704168,"Norway maple","Acer platanoides",11,40.1051885688552,26.4147,"1353 49 STREET",c(-73.9908522393267, 40.6342503102928)
"39303",3994275,"Thornless honeylocust","Gleditsia triacanthos var. inermis",21,68.5141862834549,34.0007,"5210 12 AVENUE",c(-73.9961700994002, 40.6345854744863)
"39304",5787395,"Chokecherry","Prunus virginiana",5,25.5173954396225,13.4232670367877,"62-051 AUSTIN STREET",c(-73.8684767830096, 40.7289799969342)
"39305",5453631,"Catalpa","Catalpa",31,74.3428283147248,40.4209136901502,"263-004 79 AVENUE",c(-73.7087847176291, 40.747279914493)
"39306",4663661,"Purple leaf plum","Prunus cerasifera",5,28.5709,14.9422,"170-01 83 AVENUE",c(-73.7949884134192, 40.7172759727252)
"39307",2422816,"English oak","Quercus robur",4,28.3186,13.0521,"576 CHESTNUT STREET",c(-73.8727948669634, 40.6726539576125)
"39308",1448242,"Red maple","Acer rubrum",18,70.9280276409604,35.3288,"185 WILD AVENUE",c(-74.1888109833853, 40.5900086690305)
"39309",4642809,"Silver linden","Tilia tomentosa",8,31.7847015765577,17.7384,"829 JEFFERSON AVENUE",c(-73.925297051105, 40.6861384433118)
"39310",5456899,"Shumard's oak","Quercus shumardii",2,20.268,9.3929,"127 VESPA AVENUE",c(-74.1928473501908, 40.5489286020775)
"39311",3999230,"London planetree","Platanus x acerifolia",38,88.6177413342546,60.2605,"99 82 STREET",c(-74.0361372122669, 40.6278496374821)
"39312",2497423,"Pin oak","Quercus palustris",50,128.370265200234,66.4129,"191-07 37 AVENUE",c(-73.7908062117063, 40.7624911048388)
"39313",4630962,"Pin oak","Quercus palustris",34,101.542208863745,53.6305,"163-23 25 AVENUE",c(-73.8001915382782, 40.7746148452376)
